timestamp_ms,raw_adc,emg_voltage_V,rms_V,ratio,state
5772,844,0.0131879,0.0131468,1.01766,rest
5775,840,0.0131254,0.0131457,1.01758,rest
5777,828,0.0129379,0.0131354,1.01678,rest
5780,848,0.0132504,0.0131412,1.01723,rest
5783,827,0.0129223,0.0131303,1.01638,rest
5785,844,0.0131879,0.0131332,1.01661,rest
5788,851,0.0132973,0.0131415,1.01725,rest
5790,841,0.013141,0.0131414,1.01725,rest
5793,834,0.0130316,0.013136,1.01682,rest
5796,830,0.0129691,0.0131277,1.01618,rest
5798,850,0.0132817,0.0131354,1.01678,rest
5801,856,0.0133754,0.0131475,1.01772,rest
5804,842,0.0131567,0.013148,1.01775,rest
5806,843,0.0131723,0.0131492,1.01785,rest
5809,850,0.0132817,0.0131559,1.01836,rest
5812,838,0.0130942,0.0131528,1.01812,rest
5814,848,0.0132504,0.0131577,1.0185,rest
